"","GN","UnterGN","Datum","Land","Wert","Verzeichnis","Signatur","Haupttyp","Untertyp","Zusatz","Herkunftsdatei"
"4100",14809,1,2013-10-21,"China",3700,"GKV","1C233","1","C","233","Tracker"
"4101",14810,1,2013-10-21,"China",540000,"GKV","2B201b1|2B001c","2","B","201b1","Tracker"
"4102",14811,1,2013-10-22,"Irak",1000,"ML (GKV)","13d","13","d","","Tracker"
"4103",14812,1,2013-10-22,"Russland",1436648,"GKV","2B001a","2","B","001a","Tracker"
"4104",14813,1,2013-10-22,"China",5300,"GKV","1B231b2","1","B","231b2","Tracker"
"4105",14813,2,2013-10-22,"China",7700,"GKV","1C235","1","C","235","Tracker"
"4106",14814,1,2013-10-22,"Slowakei",82375,"ML (GKV)","21b","21","b","","Tracker"
"4107",14815,1,2013-10-22,"China",731000,"GKV","2B201b1","2","B","201b1","Tracker"
"4108",14816,1,2013-10-22,"Indonesien",25940,"GKV","5A002a1a","5","A","002a1a","Tracker"
"4109",14817,1,2013-10-22,"Russland",2536858,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"4110",14818,1,2013-10-22,"China",7200,"5.1","5.1","1","","","Tracker"
"4111",14819,1,2013-10-23,"USA",70171,"ML (GKV)","11a","11","a","","Tracker"
"4112",14820,1,2013-10-23,"China",280000,"GKV","2B201b|2B001c","2","B","201b","Tracker"
"4113",14821,1,2013-10-23,"Aserbaidschan",50723,"GKV","5A002a1a","5","A","002a1a","Tracker"
"4114",14822,1,2013-10-23,"Italien",466971,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"4115",14823,1,2013-10-23,"Rumänien",538468,"GKV","2B201b1","2","B","201b1","Tracker"
"4116",14824,1,2013-10-23,"Weissrussland",363292,"GKV","2B201b1","2","B","201b1","Tracker"
"4117",14825,1,2013-10-23,"Russland",334800,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"4118",14826,1,2013-10-23,"Kasachstan",7500,"GKV","6A002a3f","6","A","002a3f","Tracker"
"4119",14827,1,2013-10-23,"Kasachstan",18600,"GKV","6A002c1","6","A","002c1","Tracker"
"4120",14828,1,2013-10-23,"Indien",16914,"GKV","6A002.c1","6","A","002c1","Tracker"
"4121",14829,1,2013-10-23,"Indien",20220,"GKV","6A002c1","6","A","002c1","Tracker"
"4122",14830,1,2013-10-23,"Singapur",6700,"ML (GKV)","4b","4","b","","Tracker"
"4123",14831,1,2013-10-23,"China",51100,"GKV","3A002g2","3","A","002g2","Tracker"
"4124",14832,1,2013-10-24,"Mexiko",25585,"GKV","2B352d","2","B","352d","Tracker"
"4125",14833,1,2013-10-24,"Russland",1148837,"GKV","2B201a","2","B","201a","Tracker"
"4126",14834,1,2013-10-24,"Pakistan",22392,"GKV","2B350g2","2","B","350g2","Tracker"
"4127",14836,1,2013-10-24,"China",225915,"GKV","2B201a|2B001b2","2","B","201a","Tracker"
"4128",14837,1,2013-11-11,"Irak",2500,"5.1","5.1","1","","","Tracker"
"4129",14838,1,2013-10-28,"China",111639,"GKV","2B001a","2","B","001a","Tracker"
"4130",14839,1,2013-10-28,"Russland",137218,"GKV","3A002g2","3","A","002g2","Tracker"
"4131",14840,1,2013-10-31,"Russland",1687285,"ML (GKV)","10c2","10","c2","","Tracker"
"4132",14842,1,2013-10-28,"Russland",586242,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"4133",14843,1,2013-10-28,"Indien",2935,"5.1","5.1","1","","","Tracker"
"4134",14843,2,2013-10-28,"Indien",1430,"5.1","5.1","1","","","Tracker"
"4135",14844,1,2013-10-28,"Russland",363298,"GKV","2B350e2","2","B","350e2","Tracker"
"4136",14845,1,2013-10-28,"Indien",17395,"5.1","5.1","1","","","Tracker"
"4137",14846,1,2013-12-02,"Malaysia",151167,"GKV","2B001a","2","B","001a","Tracker"
"4138",14847,1,2013-10-29,"Saudi-Arabien",328823,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"4139",14848,1,2013-10-29,"China",1587152,"GKV","2B001a1|2B001b2","2","B","001a1","Tracker"
"4140",14849,1,2013-10-29,"Saudi-Arabien",328823,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"4141",14850,1,2013-10-29,"Frankreich",450397,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"4142",14851,1,2013-10-29,"China",208006,"GKV","2B201a1","2","B","201a1","Tracker"
"4143",14852,1,2013-10-30,"Pakistan",18328,"GKV","2B350g2","2","B","350g2","Tracker"
"4144",14853,1,2013-10-30,"Deutschland",165,"5.1","5.1","1","","","Tracker"
"4145",14854,1,2013-10-30,"Singapur",918610,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"4146",14854,2,2013-10-30,"Singapur",360000,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"4147",14855,1,2013-10-30,"Senegal",50840,"GKV","3A001g2","3","A","001g2","Tracker"
"4148",14856,1,2013-10-30,"Slowakei",64000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"4149",14857,1,2013-10-30,"Mexiko",541567,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"4150",14858,1,2013-10-30,"Deutschland",115000,"GKV","2B001a","2","B","001a","Tracker"
"4151",14859,1,2013-10-30,"Russland",208965,"GKV","2B001a","2","B","001a","Tracker"
"4152",14860,1,2013-10-30,"China",238000,"GKV","6A005b6a2","6","A","005b6a2","Tracker"
"4153",14861,1,2013-11-01,"Russland",451000,"GKV","2B120|7B003a","2","B","120","Tracker"
"4154",14862,1,2013-11-06,"China",589838,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"4155",14863,1,2013-11-01,"China",525000,"GKV","2B201b1","2","B","201b1","Tracker"
"4156",14864,1,2013-11-04,"Kroatien",691353,"GKV","2B001a","2","B","001a","Tracker"
"4157",14865,1,2013-11-04,"Indien",467400,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"4158",14866,1,2013-11-07,"China",398615,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"4159",14867,1,2013-11-04,"Indien",5000000,"ML (GKV)","22","22","","","Tracker"
"4160",14868,1,2013-11-04,"Russland",28000,"ML (GKV)","10c2","10","c2","","Tracker"
"4161",14869,1,2013-11-04,"Deutschland",28000,"ML (GKV)","6a","6","a","","Tracker"
"4162",14870,1,2013-11-04,"Weissrussland",269400,"GKV","2B201b1","2","B","201b1","Tracker"
"4163",14871,1,2013-11-04,"Iran",7945,"unbekannt","unbekannt","","","","Tracker"
"4164",14872,1,2013-11-05,"Brasilien",1418,"GKV","1C351d11","1","C","351d11","Tracker"
"4165",14873,1,2013-11-05,"Weissrussland",407752,"GKV","2B201b1","2","B","201b1","Tracker"
"4166",14874,1,2013-11-05,"Russland",102678,"GKV","2B001a1","2","B","001a1","Tracker"
"4167",14875,1,2013-11-06,"Oman",677220,"GKV","5A002a1a","5","A","002a1a","Tracker"
"4168",14876,1,2013-11-06,"Brasilien",21200,"5.1","5.1","1","","","Tracker"
"4169",14876,2,2013-11-06,"Brasilien",13500,"5.1","5.1","1","","","Tracker"
"4170",14877,1,2013-11-07,"Russland",399565,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"4171",14878,1,2013-11-07,"Mexiko",480959,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"4172",14879,1,2013-11-07,"Mexiko",533792,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"4173",14880,1,2013-11-07,"Russland",471200,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"4174",14881,1,2013-11-07,"Spanien",321631,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"4175",14882,1,2013-11-07,"Israel",5000,"ML (GKV)","14","14","","","Tracker"
"4176",14883,1,2013-11-08,"Saudi-Arabien",750000,"5.2","5.2","2","","","Tracker"
"4177",14884,1,2013-11-08,"Taiwan",6292,"GKV","1C3509|3B14","1","C","3509","Tracker"
"4178",14885,1,2013-11-08,"Brasilien",457350,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"4179",14886,1,2013-11-08,"Russland",3375,"5.1","5.1","1","","","Tracker"
"4180",14887,1,2013-11-08,"Russland",190000,"GKV","7B003","7","B","003","Tracker"
"4181",14888,1,2013-11-08,"Algerien",625000,"5.2","5.2","2","","","Tracker"
"4182",14889,1,2013-11-12,"Kasachstan",93320,"GKV","5A002.a1","5","A","002a1","Tracker"
"4183",14890,1,2013-11-11,"Singapur",4200,"GKV","1C231","1","C","231","Tracker"
"4184",14891,1,2013-11-11,"Russland",1812646,"GKV","2B201b|2B001c1","2","B","201b","Tracker"
"4185",14892,1,2013-11-11,"Deutschland",14400,"GKV","2B350.c3","2","B","350c3","Tracker"
"4186",14894,1,2013-11-11,"Indien",1430,"ML (GKV)","01.a","1",".a","","Tracker"
"4187",14894,2,2013-11-11,"Indien",3710,"5.1","5.1","1","","","Tracker"
"4188",14895,1,2013-11-11,"Vietnam",3359,"5.1","5.1","1","","","Tracker"
"4189",14895,2,2013-11-11,"Vietnam",4293,"5.1","5.1","1","","","Tracker"
"4190",14896,1,2013-11-11,"Russland",459453,"GKV","6A003b4","6","A","003b4","Tracker"
"4191",14897,1,2013-11-12,"China",934200,"GKV","2B201.b|2B001c","2","B","201b","Tracker"
"4192",14898,1,2013-11-12,"Türkei",3740,"ML (GKV)","10c2","10","c2","","Tracker"
"4193",14899,1,2013-11-12,"China",484840,"GKV","2B201.b|2B001c","2","B","201b","Tracker"
"4194",14900,1,2013-11-12,"Russland",677055,"GKV","2B001a","2","B","001a","Tracker"
"4195",14901,1,2013-11-12,"Russland",1436648,"GKV","2B001a","2","B","001a","Tracker"
"4196",14902,1,2013-11-12,"Philippinen",43000,"GKV","9A012a2","9","A","012a2","Tracker"
"4197",14903,1,2013-11-13,"Frankreich",68,"GKV","5D001c","5","D","001c","Tracker"
"4198",14904,1,2013-11-13,"Deutschland",10467,"ML (GKV)","11","11","","","Tracker"
"4199",14905,1,2013-11-13,"Israel",89852,"GKV","9C110|1C210b","9","C","110","Tracker"
"4200",14906,1,2013-11-13,"Spanien",1800,"GKV","2B350d4","2","B","350d4","Tracker"
"4201",14907,1,2013-11-13,"Spanien",1250,"GKV","2B350b3","2","B","350b3","Tracker"
"4202",14907,2,2013-11-13,"Spanien",500,"GKV","2B350b3","2","B","350b3","Tracker"
"4203",14909,1,2013-11-13,"Israel",260000,"ML (GKV)","10c2","10","c2","","Tracker"
"4204",14910,1,2013-11-13,"Russland",766929,"GKV","2B001.a|2B001a","2","B","001a","Tracker"
"4205",14911,1,2013-11-13,"Indien",92400,"GKV","6A005a5b","6","A","005a5b","Tracker"
"4206",14912,1,2013-11-13,"Taiwan",1220,"GKV","2B350g2","2","B","350g2","Tracker"
"4207",14914,1,2013-11-13,"Kuwait",40000,"GKV","9A012a2","9","A","012a2","Tracker"
"4208",14915,1,2013-11-13,"Russland",344080,"GKV","2B201a1|2B001b1","2","B","201a1","Tracker"
"4209",14916,1,2013-11-14,"Russland",108642,"GKV","2B001a","2","B","001a","Tracker"
"4210",14917,1,2013-11-14,"Russland",127330,"GKV","2B201a|2B001b1","2","B","201a","Tracker"
"4211",14918,1,2013-11-14,"Kenia",54000,"ML (GKV)","4b","4","b","","Tracker"
"4212",14919,1,2013-11-14,"Russland",288066,"GKV","2B001a","2","B","001a","Tracker"
"4213",14921,1,2013-11-14,"Russland",295642,"GKV","2B001a","2","B","001a","Tracker"
"4214",14922,1,2013-11-14,"Russland",104492,"GKV","2B001a","2","B","001a","Tracker"
"4215",14923,1,2013-11-14,"Russland",232209,"GKV","2B001a","2","B","001a","Tracker"
"4216",14924,1,2013-11-14,"China",339849,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"4217",14925,1,2013-11-14,"China",680000,"GKV","2B201b1","2","B","201b1","Tracker"
"4218",14926,1,2013-11-14,"Russland",1873670,"GKV","2B201a|2B001b","2","B","201a","Tracker"
"4219",14927,1,2013-11-14,"Taiwan",355589,"GKV","2B201.a1","2","B","201a1","Tracker"
"4220",14928,1,2013-11-15,"Brasilien",460400,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"4221",14929,1,2013-11-15,"Marokko",681818,"GKV","2B201b","2","B","201b","Tracker"
"4222",14930,1,2013-11-15,"Vereinigte Arabische Emirate",14780,"GKV","9A012a1","9","A","012a1","Tracker"
"4223",14931,1,2013-11-15,"Singapur",1230,"5.1","5.1","1","","","Tracker"
"4224",14932,1,2013-11-15,"Russland",355000,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"4225",14933,1,2013-11-15,"China",1160000,"GKV","2B201b1","2","B","201b1","Tracker"
"4226",14934,1,2013-11-15,"Indien",8500,"GKV","6A002c1","6","A","002c1","Tracker"
"4227",14934,2,2013-11-15,"Indien",7500,"GKV","6A002a3f","6","A","002a3f","Tracker"
"4228",14935,1,2013-11-15,"Grossbritannien",40933,"ML (GKV)","10c","10","c","","Tracker"
"4229",14936,1,2013-11-15,"China",412000,"GKV","2B201b1","2","B","201b1","Tracker"
"4230",14937,1,2013-11-18,"Chile",3600,"GKV","6A002c1","6","A","002c1","Tracker"
"4231",14937,2,2013-11-18,"Chile",2800,"GKV","6A002c1","6","A","002c1","Tracker"
"4232",14938,1,2013-11-18,"Algerien",7500,"GKV","6A002a3f","6","A","002a3f","Tracker"
"4233",14939,1,2013-11-18,"Algerien",40000,"ML (GKV)","5b","5","b","","Tracker"
"4234",14939,2,2013-11-18,"Algerien",10735,"GKV","6A002c1","6","A","002c1","Tracker"
"4235",14939,3,2013-11-18,"Algerien",7705,"GKV","6A002c1","6","A","002c1","Tracker"
"4236",14939,4,2013-11-18,"Algerien",20220,"GKV","6A002c1","6","A","002c1","Tracker"
"4237",14940,1,2013-11-18,"Grossbritannien",20000,"GKV","0B001b14","0","B","001b14","Tracker"
"4238",14941,1,2013-11-18,"Russland",276486,"GKV","2B201.a","2","B","201a","Tracker"
"4239",14942,1,2013-11-18,"Slowakei",561991,"GKV","2B201b1","2","B","201b1","Tracker"
"4240",14943,1,2013-11-18,"Slowakei",551180,"GKV","2B201b1","2","B","201b1","Tracker"
"4241",14944,1,2013-11-19,"Algerien",609241,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"4242",14945,1,2013-11-19,"Vereinigte Arabische Emirate",267830,"5.1","5.1","1","","","Tracker"
"4243",14946,1,2013-11-20,"China",1400,"GKV","7A101a","7","A","101a","Tracker"
"4244",14948,1,2013-11-20,"Südkorea",13875,"5.1","5.1","1","","","Tracker"
"4245",14949,1,2013-11-20,"Russland",188732,"GKV","2B001a","2","B","001a","Tracker"
"4246",14950,1,2013-11-20,"Singapur",39120,"GKV","5A002a1a","5","A","002a1a","Tracker"
"4247",14951,1,2013-11-20,"China",56760,"GKV","6A002c1","6","A","002c1","Tracker"
"4248",14952,1,2013-11-20,"Tansania",320,"5.1","5.1","1","","","Tracker"
"4249",14953,1,2013-11-20,"Algerien",62000,"ML (GKV)","15d","15","d","","Tracker"
"4250",14953,2,2013-11-20,"Algerien",28000,"GKV","6A002c1","6","A","002c1","Tracker"
"4251",14954,1,2013-11-21,"Israel",124956,"GKV","3A001a10c","3","A","001a10c","Tracker"
"4252",14955,1,2013-11-21,"China",1057100,"GKV","2B001a","2","B","001a","Tracker"
"4253",14956,1,2013-11-21,"China",61920,"GKV","6A002.c1","6","A","002c1","Tracker"
"4254",14957,1,2013-11-21,"China",313450,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"4255",14958,1,2013-11-21,"Indonesien",72120,"GKV","6A002c1","6","A","002c1","Tracker"
"4256",14958,2,2013-11-21,"Indonesien",164100,"GKV","6A002.c1","6","A","002c1","Tracker"
"4257",14959,1,2013-11-21,"Russland",279183,"GKV","2B001.a1","2","B","001a1","Tracker"
"4258",14960,1,2013-11-21,"China",166040,"GKV","2B201b","2","B","201b","Tracker"
"4259",14961,1,2013-11-25,"Israel",71074,"GKV","2B350h2","2","B","350h2","Tracker"
"4260",14962,1,2013-11-22,"Vereinigte Arabische Emirate",6294,"5.1","5.1","1","","","Tracker"
"4261",14963,1,2013-11-22,"Israel",352822,"GKV","2B001a","2","B","001a","Tracker"
"4262",14964,1,2013-11-22,"Israel",278176,"GKV","2B001a","2","B","001a","Tracker"
"4263",14965,1,2013-11-22,"Russland",41369,"GKV","3A002g2","3","A","002g2","Tracker"
"4264",14966,1,2013-11-25,"Sudan",5730,"ML (GKV)","4b","4","b","","Tracker"
"4265",14966,2,2013-11-25,"Sudan",6700,"ML (GKV)","4b","4","b","","Tracker"
"4266",14967,1,2013-11-25,"Deutschland",39360,"GKV","2B201a","2","B","201a","Tracker"
"4267",14968,1,2014-01-13,"China",210120,"GKV","2D202|2D001","2","D","202","Tracker"
"4268",14969,1,2013-11-25,"Deutschland",5151,"5.1","5.1","1","","","Tracker"
"4269",14970,1,2013-11-25,"Vietnam",1406736,"ML (GKV)","11a","11","a","","Tracker"
"4270",14971,1,2013-11-27,"Russland",23633,"GKV","5A002a1a","5","A","002a1a","Tracker"
"4271",14972,1,2013-11-25,"Israel",660000,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"4272",14973,1,2013-11-26,"Italien",54938,"GKV","2B350g9c","2","B","350g9c","Tracker"
"4273",14974,1,2013-11-26,"Brasilien",639600,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"4274",14975,1,2013-11-26,"Israel",3300,"GKV","1C231","1","C","231","Tracker"
"4275",14976,1,2013-11-26,"Russland",113791,"GKV","2B001a","2","B","001a","Tracker"
"4276",14977,1,2013-11-26,"China",283152,"GKV","2B201a1","2","B","201a1","Tracker"
"4277",14978,1,2013-11-26,"Russland",132287,"GKV","2B201a1","2","B","201a1","Tracker"
"4278",14979,1,2013-11-26,"Weissrussland",547495,"GKV","2B201b1","2","B","201b1","Tracker"
"4279",14980,1,2013-11-27,"Grossbritannien",25000,"GKV","7A103a","7","A","103a","Tracker"
"4280",14981,1,2013-11-27,"Marokko",164488,"GKV","7A103a","7","A","103a","Tracker"
"4281",14982,1,2013-11-27,"Russland",1738021,"GKV","2B201.a1|2B001b2","2","B","201a1","Tracker"
"4282",14983,1,2013-11-27,"China",66480,"GKV","6A005a5b","6","A","005a5b","Tracker"
"4283",14984,1,2013-11-27,"Spanien",3351,"GKV","2B350g9c","2","B","350g9c","Tracker"
"4284",14985,1,2013-11-27,"Russland",368842,"GKV","2B201b1|2B001c1","2","B","201b1","Tracker"
"4285",14986,1,2013-11-27,"Russland",55267,"GKV","5A002a1a","5","A","002a1a","Tracker"
"4286",14987,1,2013-11-27,"Grossbritannien",68,"ML (GKV)","21b4","21","b4","","Tracker"
"4287",14988,1,2013-11-28,"China",615000,"GKV","2B201b1|2B001c","2","B","201b1","Tracker"
"4288",14989,1,2013-12-03,"China",390575,"GKV","2B201b","2","B","201b","Tracker"
"4289",14990,1,2013-12-03,"China",403233,"GKV","2B201b","2","B","201b","Tracker"
"4290",14991,1,2013-12-03,"China",390575,"GKV","2B201b","2","B","201b","Tracker"
"4291",14992,1,2013-12-03,"China",403233,"GKV","2B201b","2","B","201b","Tracker"
"4292",14993,1,2013-11-28,"Mexiko",119500,"GKV","2B001a","2","B","001a","Tracker"
"4293",14994,1,2013-11-28,"Estland",1429105,"GKV","2B001a","2","B","001a","Tracker"
"4294",14995,1,2013-11-29,"Indien",1200,"GKV","2B350g3","2","B","350g3","Tracker"
"4295",14995,2,2013-11-29,"Indien",1000,"GKV","2B350d3","2","B","350d3","Tracker"
"4296",14996,1,2013-12-02,"China",150000,"GKV","1C010b","1","C","010b","Tracker"
"4297",14997,1,2013-12-02,"Saudi-Arabien",4000,"ML (GKV)","1a","1","a","","Tracker"
"4298",14997,2,2013-12-02,"Saudi-Arabien",11410,"ML (GKV)","1a","1","a","","Tracker"
"4299",14998,1,2013-12-02,"Russland",11590,"5.1","5.1","1","","","Tracker"
"4300",14999,1,2013-12-02,"Russland",11590,"5.1","5.1","1","","","Tracker"
"4301",15000,1,2013-12-02,"Russland",11590,"5.1","5.1","1","","","Tracker"
"4302",15001,1,2013-12-02,"Brasilien",264000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"4303",15002,1,2013-12-02,"Iran",59,"unbekannt","unbekannt","","","","Tracker"
"4304",15003,1,2013-12-03,"Russland",144720,"GKV","2B001a","2","B","001a","Tracker"
"4305",15004,1,2013-12-03,"Israel",49251,"GKV","2B350d2, 3, 9","2","B","350d2, 3, 9","Tracker"
"4306",15005,1,2013-12-03,"Weissrussland",1431718,"GKV","2B001a","2","B","001a","Tracker"
"4307",15006,1,2013-12-03,"Slowenien",314960,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"4308",15007,1,2013-12-02,"Iran",991,"unbekannt","unbekannt","","","","Tracker"
"4309",15008,1,2013-12-03,"Singapur",4200,"GKV","1C231","1","C","231","Tracker"
"4310",15009,1,2013-12-03,"Indien",450000,"GKV","2B201a|2B001b","2","B","201a","Tracker"
"4311",15010,1,2013-12-04,"Russland",222456,"GKV","2B001a","2","B","001a","Tracker"
"4312",15011,1,2013-12-04,"Bangladesh",283442,"GKV","3A233a","3","A","233a","Tracker"
"4313",15012,1,2013-12-04,"Kanada",1300,"ML (GKV)","1a","1","a","","Tracker"
"4314",15013,1,2013-12-04,"Bhutan",1,"ML (GKV)","3a","3","a","","Tracker"
"4315",15013,2,2013-12-04,"Bhutan",87426,"ML (GKV)","1a","1","a","","Tracker"
"4316",15014,1,2013-12-04,"Russland",2027366,"GKV","7A103a","7","A","103a","Tracker"
"4317",15015,1,2013-12-04,"Weissrussland",247690,"GKV","2B201b1","2","B","201b1","Tracker"
"4318",15016,1,2013-12-04,"China",154717,"GKV","2B001a","2","B","001a","Tracker"
"4319",15017,1,2013-12-04,"Macau",7800,"GKV","6A002.c1","6","A","002c1","Tracker"
"4320",15018,1,2013-12-04,"Weissrussland",1293,"GKV","2B350g3","2","B","350g3","Tracker"
"4321",15019,1,2013-12-04,"Taiwan",8000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"4322",15020,1,2013-12-05,"Österreich",5300,"GKV","1C228","1","C","228","Tracker"
"4323",15021,1,2013-12-05,"Italien",59950,"GKV","2B350g9c","2","B","350g9c","Tracker"
"4324",15022,1,2013-12-05,"Taiwan",521900,"GKV","2B001a","2","B","001a","Tracker"
"4325",15023,1,2013-12-05,"Thailand",1047200,"GKV","2B001a","2","B","001a","Tracker"
"4326",15024,1,2013-12-05,"USA",23000,"GKV","0B001b14","0","B","001b14","Tracker"
"4327",15025,1,2013-12-05,"Indien",10881.35,"5.1","5.1","1","","","Tracker"
"4328",15025,2,2013-12-05,"Indien",11232,"ML (GKV)","3","3","","","Tracker"
"4329",15026,1,2013-12-05,"Estland",887062,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"4330",15027,1,2013-12-05,"Tunesien",43650,"GKV","6A002c1","6","A","002c1","Tracker"
"4331",15028,1,2013-12-06,"Argentinien",1154000,"GKV","2B352b","2","B","352b","Tracker"
"4332",15029,1,2013-12-06,"Indien",625000,"GKV","2B201b","2","B","201b","Tracker"
"4333",15030,1,2013-12-06,"Saudi-Arabien",415664,"GKV","2B201b1","2","B","201b1","Tracker"
"4334",15031,1,2013-12-06,"Russland",738753,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"4335",15032,1,2013-12-06,"Rumänien",443920,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"4336",15033,1,2013-12-06,"Russland",27400,"GKV","7B003a","7","B","003a","Tracker"
"4337",15034,1,2013-12-06,"Taiwan",284340,"GKV","3A001a2c","3","A","001a2c","Tracker"
"4338",15035,1,2013-12-06,"Hong Kong",15870,"GKV","3A001a2c","3","A","001a2c","Tracker"
"4339",15037,1,2013-12-09,"China",69517,"5.1","5.1","1","","","Tracker"
"4340",15038,1,2013-12-09,"Indonesien",340450,"GKV","2B201b1","2","B","201b1","Tracker"
"4341",15039,1,2013-12-10,"Deutschland",583,"ML (GKV)","5a","5","a","","Tracker"
"4342",15040,1,2013-12-12,"Russland",44500,"GKV","7A103a","7","A","103a","Tracker"
"4343",15041,1,2013-12-09,"Weissrussland",7046,"GKV","2B350g3","2","B","350g3","Tracker"
"4344",15042,1,2013-12-11,"Neuseeland",6439,"5.1","5.1","1","","","Tracker"
"4345",15042,2,2013-12-11,"Neuseeland",3463,"5.1","5.1","1","","","Tracker"
"4346",15043,1,2013-12-10,"Saudi-Arabien",59540,"5.1","5.1","1","","","Tracker"
"4347",15045,1,2013-12-10,"China",36500,"GKV","6A005a5b","6","A","005a5b","Tracker"
"4348",15046,1,2013-12-10,"Italien",29680,"GKV","2B350g3","2","B","350g3","Tracker"
"4349",15047,1,2013-12-10,"China",416668,"GKV","2B001b1","2","B","001b1","Tracker"
"4350",15048,1,2013-12-10,"Serbien",69240,"GKV","6A002c1","6","A","002c1","Tracker"
"4351",15048,2,2013-12-10,"Serbien",43074,"GKV","6A002c1","6","A","002c1","Tracker"
"4352",15049,1,2013-12-10,"China",151596,"GKV","7A103a","7","A","103a","Tracker"
"4353",15050,1,2013-12-10,"China",492000,"GKV","2B201b1","2","B","201b1","Tracker"
"4354",15051,1,2013-12-10,"Myanmar",38304,"5.1","5.1","1","","","Tracker"
"4355",15051,2,2013-12-10,"Myanmar",33075,"5.1","5.1","1","","","Tracker"
"4356",15051,3,2013-12-10,"Myanmar",39350,"5.1","5.1","1","","","Tracker"
"4357",15052,1,2013-12-10,"Russland",196000,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"4358",15053,1,2013-12-10,"China",302856,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"4359",15054,1,2013-12-10,"Russland",482810,"GKV","2B001a","2","B","001a","Tracker"
"4360",15055,1,2013-12-11,"Grossbritannien",7000,"GKV","0B001b14","0","B","001b14","Tracker"
"4361",15056,1,2013-12-11,"China",345000,"GKV","2B201a|2B001b2","2","B","201a","Tracker"
"4362",15057,1,2013-12-11,"China",871000,"GKV","2B201.a1|2B001b2","2","B","201a1","Tracker"
"4363",15058,1,2013-12-11,"Russland",953672,"GKV","2B001a","2","B","001a","Tracker"
"4364",15059,1,2013-12-11,"China",151596,"GKV","7A103a","7","A","103a","Tracker"
"4365",15060,1,2013-12-11,"Russland",936451,"GKV","2B001a","2","B","001a","Tracker"
"4366",15061,1,2013-12-11,"China",16000000,"GKV","1B001e","1","B","001e","Tracker"
"4367",15062,1,2013-12-12,"Kasachstan",75000,"ML (GKV)","13c","13","c","","Tracker"
"4368",15063,1,2013-12-11,"China",492950,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"4369",15064,1,2013-12-11,"Kuba",390799,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"4370",15065,1,2013-12-12,"Bolivien",151596,"GKV","7A103a","7","A","103a","Tracker"
"4371",15066,1,2013-12-17,"Bangladesh",8760,"GKV","6A002c1","6","A","002c1","Tracker"
"4372",15067,1,2013-12-12,"Tschechien",868750,"GKV","2B201b1","2","B","201b1","Tracker"
"4373",15068,1,2013-12-13,"USA",692,"ML (GKV)","11a","11","a","","Tracker"
"4374",15069,1,2013-12-13,"Israel",470000,"GKV","2B120|7B003a","2","B","120","Tracker"
"4375",15070,1,2013-12-13,"Thailand",628110,"GKV","2B201a|2B001b1","2","B","201a","Tracker"
"4376",15071,1,2013-12-13,"Bosnien-Herzegowina",500,"ML (GKV)","1a","1","a","","Tracker"
"4377",15072,1,2013-12-13,"Jordanien",16560000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"4378",15073,1,2013-12-13,"China",608000,"GKV","2B201b1","2","B","201b1","Tracker"
"4379",15074,1,2013-12-13,"Taiwan",380530,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
