"","GN","UnterGN","Datum","Land","Wert","Verzeichnis","Signatur","Haupttyp","Untertyp","Zusatz","Herkunftsdatei"
"3513",14230,2,2013-06-03,"Kroatien",1,"GKV","2B001a","2","B","001a","Tracker"
"3514",14231,1,2013-06-03,"Saudi-Arabien",8250,"GKV","2B350g3","2","B","350g3","Tracker"
"3515",14232,1,2013-06-03,"Slowakei",151596,"GKV","7A103a","7","A","103a","Tracker"
"3516",14233,1,2013-06-03,"Mexiko",57200,"ML (GKV)","15d","15","d","","Tracker"
"3517",14233,2,2013-06-03,"Mexiko",7300,"GKV","6A002a3f","6","A","002a3f","Tracker"
"3518",14234,1,2013-06-03,"Serbien",40000,"ML (GKV)","5b","5","b","","Tracker"
"3519",14234,2,2013-06-03,"Serbien",25000,"GKV","6A002c1","6","A","002c1","Tracker"
"3520",14235,1,2013-06-03,"Peru",151596,"GKV","7A103a","7","A","103a","Tracker"
"3521",14236,1,2013-06-04,"Israel",278176,"GKV","2B001a","2","B","001a","Tracker"
"3522",14237,1,2013-06-05,"Ägypten",5869,"GKV","2B350g2","2","B","350g2","Tracker"
"3523",14238,1,2013-06-05,"Vereinigte Arabische Emirate",314960,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3524",14239,1,2013-06-05,"China",6800000,"GKV","3B001e","3","B","001e","Tracker"
"3525",14240,1,2013-06-05,"Indien",8701,"GKV","2D202|2D002","2","D","202","Tracker"
"3526",14241,1,2013-06-05,"Russland",340031,"GKV","2B001a","2","B","001a","Tracker"
"3527",14243,1,2013-06-05,"Russland",233110,"GKV","2B201a1","2","B","201a1","Tracker"
"3528",14244,1,2013-06-05,"Russland",659699,"GKV","2B001a","2","B","001a","Tracker"
"3529",14245,1,2013-06-05,"Russland",114682,"GKV","2B001a","2","B","001a","Tracker"
"3530",14246,1,2013-06-05,"Vereinigte Arabische Emirate",106043,"GKV","3A001g2","3","A","001g2","Tracker"
"3531",14247,1,2013-06-05,"Taiwan",8357,"GKV","2D002","2","D","002","Tracker"
"3532",14248,1,2013-06-06,"China",280281,"GKV","2B001a","2","B","001a","Tracker"
"3533",14249,1,2013-06-06,"Vereinigte Arabische Emirate",1700,"5.1","5.1","1","","","Tracker"
"3534",14250,1,2013-06-06,"China",323629,"GKV","2B201b|2B001c1","2","B","201b","Tracker"
"3535",14251,1,2013-06-06,"Singapur",4200,"GKV","1C231","1","C","231","Tracker"
"3536",14252,1,2013-06-06,"Bulgarien",307625,"GKV","2B350i4","2","B","350i4","Tracker"
"3537",14253,1,2013-06-06,"Kroatien",659430,"GKV","2B001a","2","B","001a","Tracker"
"3538",14254,1,2013-06-06,"Mexiko",4459,"GKV","2B352d","2","B","352d","Tracker"
"3539",14255,1,2013-06-07,"China",26824,"ML (GKV)","1a","1","a","","Tracker"
"3540",14256,1,2013-06-07,"Indien",4408,"5.1","5.1","1","","","Tracker"
"3541",14257,1,2013-06-07,"China",20051,"GKV","3A001a5a5","3","A","001a5a5","Tracker"
"3542",14258,1,2013-06-07,"Deutschland",49213,"GKV","2B231","2","B","231","Tracker"
"3543",14259,1,2013-06-07,"Tschechien",270600,"GKV","2B001a","2","B","001a","Tracker"
"3544",14260,1,2013-06-07,"Kolumbien",7300,"GKV","6A002a3f","6","A","002a3f","Tracker"
"3545",14260,2,2013-06-07,"Kolumbien",10600,"GKV","6A002c1","6","A","002c1","Tracker"
"3546",14261,1,2013-06-07,"China",392900,"GKV","2B120|7B003a","2","B","120","Tracker"
"3547",14262,1,2013-06-10,"China",208926,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3548",14263,1,2013-06-10,"Russland",261900,"GKV","2B201a|2B001b","2","B","201a","Tracker"
"3549",14264,1,2013-06-10,"Deutschland",2018,"GKV","2B350i4","2","B","350i4","Tracker"
"3550",14265,1,2013-06-11,"China",8400,"GKV","7A101a","7","A","101a","Tracker"
"3551",14266,1,2013-06-11,"Russland",91640,"GKV","2B001a","2","B","001a","Tracker"
"3552",14267,1,2013-06-17,"China",243531,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3553",14268,1,2013-06-11,"Mongolei",22000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3554",14269,1,2013-06-11,"China",333000,"GKV","2B001a","2","B","001a","Tracker"
"3555",14270,1,2013-06-13,"Kasachstan",401130,"GKV","2B201b|2B001c","2","B","201b","Tracker"
"3556",14271,1,2013-06-12,"Indonesien",61000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3557",14272,1,2013-06-13,"Brasilien",205951,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3558",14273,1,2013-06-13,"Brasilien",40680,"GKV","6A002c1","6","A","002c1","Tracker"
"3559",14274,1,2013-06-14,"Indonesien",15600,"GKV","2B350b3","2","B","350b3","Tracker"
"3560",14275,1,2013-06-13,"Chile",7044,"GKV","2B350g2","2","B","350g2","Tracker"
"3561",14277,1,2013-06-14,"Uruguay",50540,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3562",14278,1,2013-06-14,"Brasilien",756191,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3563",14279,1,2013-06-14,"China",78080,"GKV","6A002c1","6","A","002c1","Tracker"
"3564",14279,2,2013-06-14,"China",45280,"GKV","6A002c1","6","A","002c1","Tracker"
"3565",14280,1,2013-06-20,"Chile",20052,"5.1","5.1","1","","","Tracker"
"3566",14281,1,2013-06-14,"USA",123,"ML (GKV)","11","11","","","Tracker"
"3567",14281,2,2013-06-14,"USA",123,"ML (GKV)","21b4","21","b4","","Tracker"
"3568",14282,1,2013-06-14,"Russland",1139325,"GKV","2B201b1","2","B","201b1","Tracker"
"3569",14283,1,2013-06-17,"Zentralafrikanische Republik",535,"5.1","5.1","1","","","Tracker"
"3570",14284,1,2013-06-17,"China",360747,"GKV","7A103a","7","A","103a","Tracker"
"3571",14285,1,2013-06-17,"Taiwan",1094500,"GKV","2B201b|2B001a","2","B","201b","Tracker"
"3572",14286,1,2013-06-17,"China",398719,"GKV","2B201b1|2B001c1","2","B","201b1","Tracker"
"3573",14287,1,2013-06-14,"Iran",3817,"unbekannt","unbekannt","","","","Tracker"
"3574",14288,1,2013-06-14,"Iran",3829,"unbekannt","unbekannt","","","","Tracker"
"3575",14289,1,2013-06-17,"Taiwan",345000,"GKV","2B201b","2","B","201b","Tracker"
"3576",14290,1,2013-06-17,"Taiwan",521000,"GKV","2B201b1","2","B","201b1","Tracker"
"3577",14292,1,2013-06-17,"Brasilien",149900,"ML (GKV)","10f","10","f","","Tracker"
"3578",14293,1,2013-06-18,"Israel",351015,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3579",14294,1,2013-06-18,"USA",23964,"ML (GKV)","11a","11","a","","Tracker"
"3580",14295,1,2013-06-18,"Russland",118615,"GKV","2B001a","2","B","001a","Tracker"
"3581",14296,1,2013-06-18,"Russland",253031,"GKV","2B001a","2","B","001a","Tracker"
"3582",14297,1,2013-06-18,"Taiwan",856745,"GKV","2B201b|2B001c","2","B","201b","Tracker"
"3583",14298,1,2013-06-18,"Indien",3132,"GKV","2B350g2","2","B","350g2","Tracker"
"3584",14299,1,2013-06-18,"Iran",4211,"unbekannt","unbekannt","","","","Tracker"
"3585",14300,1,2013-06-18,"Pakistan",40000,"GKV","5A001i","5","A","001i","Tracker"
"3586",14301,1,2013-06-19,"China",1398000,"GKV","2B201b1","2","B","201b1","Tracker"
"3587",14302,1,2013-06-19,"USA",3340,"GKV","0B002g","0","B","002g","Tracker"
"3588",14303,1,2013-06-19,"China",820000,"GKV","2B201b|2B001c","2","B","201b","Tracker"
"3589",14304,1,2013-06-19,"China",370510,"GKV","2B201b1","2","B","201b1","Tracker"
"3590",14305,1,2013-06-19,"Russland",1407044,"GKV","2B001a","2","B","001a","Tracker"
"3591",14306,1,2013-06-19,"Äthiopien",1300,"GKV","5A001i","5","A","001i","Tracker"
"3592",14307,1,2013-06-19,"Taiwan",58835,"GKV","7A103a","7","A","103a","Tracker"
"3593",14308,1,2013-06-19,"Israel",5775,"GKV","1C231","1","C","231","Tracker"
"3594",14309,1,2013-06-20,"USA",3018,"ML (GKV)","5d","5","d","","Tracker"
"3595",14309,2,2013-06-20,"USA",16761,"ML (GKV)","5d","5","d","","Tracker"
"3596",14310,1,2013-06-20,"Russland",240574,"GKV","2B001a","2","B","001a","Tracker"
"3597",14311,1,2013-06-20,"Indien",1335,"5.1","5.1","1","","","Tracker"
"3598",14311,2,2013-06-20,"Indien",1520,"5.1","5.1","1","","","Tracker"
"3599",14312,1,2013-09-19,"Pakistan",630000,"unbekannt","unbekannt","","","","Tracker"
"3600",14313,1,2013-06-20,"Weissrussland",314950,"GKV","2B001a","2","B","001a","Tracker"
"3601",14319,1,2013-06-20,"China",151596,"GKV","7A103a","7","A","103a","Tracker"
"3602",14320,1,2013-06-20,"Taiwan",20160,"ML (GKV)","10c","10","c","","Tracker"
"3603",14321,1,2013-06-21,"Indien",2000000,"GKV","5B001a","5","B","001a","Tracker"
"3604",14322,1,2013-06-21,"Brasilien",280240,"GKV","2B001a","2","B","001a","Tracker"
"3605",14323,1,2013-06-21,"Singapur",26835,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3606",14324,1,2013-06-21,"Taiwan",965000,"GKV","2B201b1|2B001c","2","B","201b1","Tracker"
"3607",14325,1,2013-06-21,"Russland",631280,"GKV","2B201b1","2","B","201b1","Tracker"
"3608",14327,1,2013-06-26,"Israel",670000,"GKV","7A002a+b","7","A","002a+b","Tracker"
"3609",14328,1,2013-06-24,"Kasachstan",541815,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3610",14329,1,2013-06-24,"China",66480,"GKV","6A005a5b","6","A","005a5b","Tracker"
"3611",14330,1,2013-06-24,"China",140513,"GKV","2B352b","2","B","352b","Tracker"
"3612",14331,1,2013-06-24,"China",251854,"GKV","2B201a1","2","B","201a1","Tracker"
"3613",14332,1,2013-06-24,"Slowenien",136800,"GKV","2B001a","2","B","001a","Tracker"
"3614",14333,1,2013-06-25,"China",28000,"GKV","1C233","1","C","233","Tracker"
"3615",14334,1,2013-06-25,"China",629880,"GKV","6A002c1","6","A","002c1","Tracker"
"3616",14334,2,2013-06-25,"China",1448979,"GKV","6A002c1","6","A","002c1","Tracker"
"3617",14335,1,2013-06-25,"Israel",20432,"ML (GKV)","21b","21","b","","Tracker"
"3618",14336,1,2013-06-25,"Grossbritannien",140204,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3619",14337,1,2013-06-25,"Grossbritannien",140204,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3620",14338,1,2013-06-27,"Grossbritannien",10568,"GKV","1C210b","1","C","210b","Tracker"
"3621",14339,1,2013-06-26,"Russland",264000,"GKV","2B201a2","2","B","201a2","Tracker"
"3622",14340,1,2013-06-26,"Russland",90000,"GKV","2B201a","2","B","201a","Tracker"
"3623",14341,1,2013-06-26,"Russland",138724,"GKV","2B001a","2","B","001a","Tracker"
"3624",14342,1,2013-06-26,"Vereinigte Arabische Emirate",3960,"ML (GKV)","3a","3","a","","Tracker"
"3625",14342,2,2013-06-26,"Vereinigte Arabische Emirate",10500,"ML (GKV)","1a","1","a","","Tracker"
"3626",14343,1,2013-07-02,"Russland",150000,"GKV","6A003b4","6","A","003b4","Tracker"
"3627",14344,1,2013-06-26,"Frankreich",520,"5.2","5.2","2","","","Tracker"
"3628",14345,1,2013-06-26,"Brasilien",215000,"GKV","2B201a","2","B","201a","Tracker"
"3629",14346,1,2013-06-27,"Angola",3753,"GKV","2B350g2","2","B","350g2","Tracker"
"3630",14347,1,2013-06-27,"Südafrika",11830,"GKV","6A002c1","6","A","002c1","Tracker"
"3631",14348,1,2013-06-27,"Italien",122470,"ML (GKV)","11a","11","a","","Tracker"
"3632",14349,1,2013-06-27,"Indonesien",144354,"GKV","6A002c1","6","A","002c1","Tracker"
"3633",14350,1,2013-06-27,"Angola",29807,"ML (GKV)","10a","10","a","","Tracker"
"3634",14351,1,2013-06-27,"Italien",68,"ML (GKV)","11","11","","","Tracker"
"3635",14352,1,2013-06-27,"China",43400,"GKV","9A012a2","9","A","012a2","Tracker"
"3636",14353,1,2013-06-27,"Deutschland",68,"ML (GKV)","21b4","21","b4","","Tracker"
"3637",14355,1,2013-06-27,"China",208321,"GKV","2B201a1","2","B","201a1","Tracker"
"3638",14356,1,2013-06-28,"Saudi-Arabien",1000000,"5.2","5.2","2","","","Tracker"
"3639",14357,1,2013-06-28,"Indien",1102,"5.1","5.1","1","","","Tracker"
"3640",14358,1,2013-06-28,"Indien",1102,"5.1","5.1","1","","","Tracker"
"3641",14359,1,2013-06-28,"Vietnam",1406946,"ML (GKV)","11a","11","a","","Tracker"
"3642",14360,1,2013-06-28,"Mexiko",10977,"GKV","2B352d","2","B","352d","Tracker"
"3643",14361,1,2013-06-28,"Iran",6223,"unbekannt","unbekannt","","","","Tracker"
"3644",14362,1,2013-06-28,"Indien",103000,"GKV","2B201a","2","B","201a","Tracker"
"3645",14363,1,2013-06-28,"Südkorea",343000,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3646",14364,1,2013-07-01,"Russland",307869,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3647",14365,1,2013-07-01,"Israel",19200,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3648",14366,1,2013-07-01,"Russland",789800,"GKV","2B201b1|2B001c1","2","B","201b1","Tracker"
"3649",14367,1,2013-07-01,"Russland",1063900,"GKV","2B201a|2B001b2","2","B","201a","Tracker"
"3650",14368,1,2013-07-02,"Deutschland",36490,"GKV","0B002g","0","B","002g","Tracker"
"3651",14370,1,2013-07-02,"Grossbritannien",7488,"ML (GKV)","10","10","","","Tracker"
"3652",14371,1,2013-07-02,"Taiwan",69,"ML (GKV)","21b4","21","b4","","Tracker"
"3653",14372,1,2013-07-02,"Russland",696580,"GKV","2B201a|2B001b2","2","B","201a","Tracker"
"3654",14374,1,2013-07-05,"Russland",31467,"5.1","5.1","1","","","Tracker"
"3655",14375,1,2013-07-03,"China",2561,"GKV","6A002a2a","6","A","002a2a","Tracker"
"3656",14376,1,2013-07-03,"Brasilien",545519,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3657",14377,1,2013-07-03,"Russland",140266,"GKV","2B001a","2","B","001a","Tracker"
"3658",14378,1,2013-07-03,"Thailand",514390,"GKV","2B201b|2B001c","2","B","201b","Tracker"
"3659",14379,1,2013-07-03,"Russland",126680,"GKV","2B350d3","2","B","350d3","Tracker"
"3660",14380,1,2013-07-03,"Südafrika",5000,"ML (GKV)","4c","4","c","","Tracker"
"3661",14381,1,2013-07-03,"Südkorea",424800,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3662",14382,1,2013-07-03,"Israel",297644,"GKV","2B001a","2","B","001a","Tracker"
"3663",14383,1,2013-07-04,"Pakistan",1845,"GKV","2B350g2","2","B","350g2","Tracker"
"3664",14384,1,2013-07-04,"Russland",171981,"ML (GKV)","1a","1","a","","Tracker"
"3665",14385,1,2013-07-04,"Russland",299936,"GKV","2B231","2","B","231","Tracker"
"3666",14386,1,2013-07-04,"Vereinigte Arabische Emirate",25650,"ML (GKV)","01a","1","a","","Tracker"
"3667",14387,1,2013-07-05,"Taiwan",8088,"GKV","2D002","2","D","002","Tracker"
"3668",14388,1,2013-07-05,"Uruguay",6790,"5.1","5.1","1","","","Tracker"
"3669",14389,1,2013-07-05,"Argentinien",3050,"5.1","5.1","1","","","Tracker"
"3670",14390,1,2013-07-05,"USA",720774,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3671",14391,1,2013-07-05,"Brasilien",6860,"GKV","6A002a3f","6","A","002a3f","Tracker"
"3672",14392,1,2013-07-05,"Chile",348000,"GKV","6A002c1","6","A","002c1","Tracker"
"3673",14393,1,2013-07-05,"Kasachstan",7760,"GKV","6A002c1","6","A","002c1","Tracker"
"3674",14393,2,2013-07-05,"Kasachstan",9675,"GKV","6A002c1","6","A","002c1","Tracker"
"3675",14395,1,2013-07-08,"Ungarn",293250,"GKV","2B201b1","2","B","201b1","Tracker"
"3676",14396,1,2013-07-08,"China",507309,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3677",14397,1,2013-07-08,"Indien",177600,"GKV","2B201b1","2","B","201b1","Tracker"
"3678",14398,1,2013-07-08,"Ecuador",46980,"ML (GKV)","10a","10","a","","Tracker"
"3679",14399,1,2013-07-08,"USA",720774,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3680",14400,1,2013-07-09,"Kroatien",1019075,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3681",14401,1,2013-07-10,"Südafrika",729672,"GKV","7A003c1","7","A","003c1","Tracker"
"3682",14402,1,2013-07-10,"Russland",92000,"GKV","2B231","2","B","231","Tracker"
"3683",14403,1,2013-07-10,"Brasilien",460023,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3684",14404,1,2013-07-11,"Russland",1100,"GKV","2B350g3","2","B","350g3","Tracker"
"3685",14404,2,2013-07-11,"Russland",3500,"GKV","2B350d3","2","B","350d3","Tracker"
"3686",14405,1,2013-07-11,"Indien",1165000,"GKV","2B352b","2","B","352b","Tracker"
"3687",14406,1,2013-07-11,"China",241783,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3688",14407,1,2013-07-12,"China",380000,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3689",14408,1,2013-07-12,"Chile",23200,"GKV","6A002c1","6","A","002c1","Tracker"
"3690",14408,2,2013-07-12,"Chile",18560,"GKV","6A002c1","6","A","002c1","Tracker"
"3691",14409,1,2013-07-12,"Malaysia",1374,"5.1","5.1","1","","","Tracker"
"3692",14410,1,2013-07-12,"USA",22766,"ML (GKV)","11a","11","a","","Tracker"
"3693",14411,1,2013-07-12,"Indien",4507,"ML (GKV)","01a","1","a","","Tracker"
"3694",14411,2,2013-07-12,"Indien",2396,"ML (GKV)","01a","1","a","","Tracker"
"3695",14412,1,2013-07-12,"Russland",2010883,"GKV","7A103a","7","A","103a","Tracker"
"3696",14413,1,2013-07-12,"Iran",3925,"unbekannt","unbekannt","","","","Tracker"
"3697",14414,1,2013-07-12,"Iran",752,"unbekannt","unbekannt","","","","Tracker"
"3698",14415,1,2013-07-12,"Russland",591630,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3699",14416,1,2013-07-12,"China",687000,"GKV","2B201a|2B001b2","2","B","201a","Tracker"
"3700",14417,1,2013-09-09,"Indien",495000,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3701",14418,1,2013-07-15,"Singapur",384309,"GKV","2B201b1|2B001c1","2","B","201b1","Tracker"
"3702",14419,1,2013-07-15,"Mexiko",516420,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3703",14420,1,2013-07-15,"Iran",750,"unbekannt","unbekannt","","","","Tracker"
"3704",14421,1,2013-07-15,"Russland",4026648,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3705",14422,1,2013-07-16,"Russland",402694,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3706",14423,1,2013-07-16,"Russland",402694,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3707",14424,1,2013-07-16,"Russland",402694,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3708",14425,1,2013-07-16,"Russland",402694,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3709",14426,1,2013-07-16,"China",10836,"GKV","3A228c","3","A","228c","Tracker"
"3710",14427,1,2013-07-16,"China",107910,"GKV","3A228c","3","A","228c","Tracker"
"3711",14428,1,2013-07-16,"Grossbritannien",39312,"GKV","3A001a10c","3","A","001a10c","Tracker"
"3712",14429,1,2013-07-16,"Israel",548080,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3713",14430,1,2013-07-16,"Indien",1102,"5.1","5.1","1","","","Tracker"
"3714",14431,1,2013-07-16,"Indien",1102,"5.1","5.1","1","","","Tracker"
"3715",14432,1,2013-07-16,"USA",220000,"GKV","0C003","0","C","003","Tracker"
"3716",14433,1,2013-07-16,"China",28524,"GKV","7B003a","7","B","003a","Tracker"
"3717",14434,1,2013-07-16,"Jordanien",15890,"GKV","2B350g2","2","B","350g2","Tracker"
"3718",14435,1,2013-07-17,"China",76600,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3719",14436,1,2013-07-17,"Russland",1347676,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3720",14437,1,2013-07-17,"Russland",761424,"GKV","2B001a","2","B","001a","Tracker"
"3721",14438,1,2013-07-17,"Russland",422803,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3722",14439,1,2013-07-17,"Vietnam",5000000,"ML (GKV)","22","22","","","Tracker"
"3723",14440,1,2013-07-17,"Singapur",5000000,"ML (GKV)","22a","22","a","","Tracker"
"3724",14441,1,2013-07-19,"Deutschland",5580,"GKV","0B002g","0","B","002g","Tracker"
"3725",14442,1,2013-07-18,"Russland",357000,"GKV","2B201b1|2B001c1","2","B","201b1","Tracker"
"3726",14443,1,2013-07-18,"Malaysia",11380,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3727",14444,1,2013-07-18,"Russland",1135700,"GKV","2B201b1|2B001c","2","B","201b1","Tracker"
"3728",14445,1,2013-07-18,"Brasilien",5664,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3729",14446,1,2013-07-18,"China",456000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3730",14447,1,2013-07-18,"China",8000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3731",14448,1,2013-07-19,"Niederlande",350000,"GKV","2B120|7B003a","2","B","120","Tracker"
"3732",14449,1,2013-07-19,"Kolumbien",466117,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3733",14450,1,2013-07-19,"Italien",200,"ML (GKV)","22a","22","a","","Tracker"
"3734",14451,1,2013-07-19,"China",128580,"GKV","6A002c1","6","A","002c1","Tracker"
"3735",14452,1,2013-07-25,"Taiwan",16000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3736",14453,1,2013-07-22,"Panama",10700,"GKV","5A002a1a","5","A","002a1a","Tracker"
"3737",14454,1,2013-07-22,"China",5961,"GKV","2D002","2","D","002","Tracker"
"3738",14455,1,2013-07-24,"Indien",13631,"ML (GKV)","1a","1","a","","Tracker"
"3739",14455,2,2013-07-24,"Indien",1083,"ML (GKV)","3a","3","a","","Tracker"
"3740",14455,3,2013-07-24,"Indien",2774,"5.1","5.1","1","","","Tracker"
"3741",14455,4,2013-07-24,"Indien",697,"ML (GKV)","3a","3","a","","Tracker"
"3742",14456,1,2013-07-23,"Taiwan",480000,"GKV","2B201b1","2","B","201b1","Tracker"
"3743",14457,1,2013-07-23,"Deutschland",300000,"GKV","2B120|7B003a","2","B","120","Tracker"
"3744",14458,1,2013-07-23,"Niederlande",2537,"GKV","2B350g2","2","B","350g2","Tracker"
"3745",14459,1,2013-07-23,"Russland",402648,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"3746",14460,1,2013-07-23,"Niederlande",788,"GKV","2B350g2","2","B","350g2","Tracker"
"3747",14461,1,2013-07-23,"Brasilien",15000,"5.1","5.1","1","","","Tracker"
"3748",14461,2,2013-07-23,"Brasilien",16200,"5.1","5.1","1","","","Tracker"
"3749",14462,1,2013-07-23,"Saudi-Arabien",27056,"GKV","2B350g3","2","B","350g3","Tracker"
"3750",14463,1,2013-07-24,"Taiwan",285750,"GKV","2B201a1","2","B","201a1","Tracker"
"3751",14464,1,2013-07-24,"Singapur",491740,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"3752",14465,1,2013-07-24,"Saudi-Arabien",17020,"ML (GKV)","1a","1","a","","Tracker"
"3753",14465,2,2013-07-24,"Saudi-Arabien",780,"ML (GKV)","3a","3","a","","Tracker"
"3754",14466,1,2013-08-14,"Pakistan",73621900,"ML (GKV)","17h","17","h","","Tracker"
"3755",14467,1,2013-07-25,"Deutschland",1000,"5.2","5.2","2","","","Tracker"
"3756",14468,1,2013-07-29,"Algerien",135000,"ML (GKV)","4c","4","c","","Tracker"
"3757",14469,1,2013-07-25,"Deutschland",400000,"GKV","2B120","2","B","120","Tracker"
"3758",14470,1,2013-07-25,"Niederlande",28729,"GKV","2B350g2","2","B","350g2","Tracker"
"3759",14471,1,2013-08-19,"Brasilien",805000,"GKV","0B001b14","0","B","001b14","Tracker"
"3760",14472,1,2013-08-19,"USA",955,"GKV","0B001b14","0","B","001b14","Tracker"
"3761",14473,1,2013-11-07,"China",310000,"GKV","0B001b14","0","B","001b14","Tracker"
"3762",14474,1,2013-07-26,"Weissrussland",53033,"GKV","2B350g4","2","B","350g4","Tracker"
"3763",14474,2,2013-07-26,"Weissrussland",11250,"GKV","2B350d1","2","B","350d1","Tracker"
"3764",14476,1,2013-07-26,"Indien",165000000,"ML (GKV)","10a","10","a","","Tracker"
